=== GAME SESSIONS ===
ID,Name,Doors,Mode,Total Games,Wins,Win Rate %,Created At
9,mti_r,12,manual,1,0,0.0,08.05.2026 01:15

=== ROUNDS ===
Round #,Switched,Won
1,Yes,No
